location,source,target,ID,fuzzy,context,translator_comments,developer_comments
"S """"",S_6b7627e4,"Эй, не трогайте мой рот!",,,,,
"S """"",S_d529e839,Ч-что вы собираетесь делать???,,,,,
"S """"",S_6a855982,Мнхп!!!,,,,,
"""""",narrator_5d959d42,"Ответом на вопрос Сары был тентакль, насильно просунутый в рот.",,,,,
"S """"",S_706c0efe_1,!!!,,,,,
"S """"",S_3110118e,(Ч-что это?!),,,,,
"""""",narrator_43d2d2cc,"Сара почувствовала, как неизвестная жидкость начала перетекать сквозь этот тентакль.",,,,,
"S """"",S_1a4d36ff,(Чем они меня пичкают...),,,,,
"S """"",S_06889c0b,"(Я совсем ничего не могу сделать, он плотно фиксирует мой рот!)",,,,,
"S """"",S_53a21a5d,*Гулп*,,,,,
"extend """"",extend_d59d9bc6,*Гулп*,,,,,
"S """"",S_cff8a7e6,(Что-то приближается!),,,,,
"S """"",S_e15a8ae2,"(Отпустите, я не буду это пить!)",,,,,
"""""",narrator_752db4ce,"Сара снова попыталась освободиться, но попытка не окончилась успехом. Тентакль в это время продолжал наполнять Сару горькой и тягучей жидкостью.",,,,,
"S """"",S_53a21a5d_1,*Гулп*,,,,,
"extend """"",extend_d59d9bc6_1,*Гулп*,,,,,
"S """"",S_557aa767,"Черт, оно все ближе. Нет, отпустите!",,,,,
"S """"",S_497a7daa,МНГМП!!!,,,,,
"S """"",S_f6cd41b2,"(Я чувствую, что оно у меня во рту. О нет!!!)",,,,,
"S """"",S_6a855982_1,Мнхп!!!,,,,,
"S """"",S_8b4580ff,"(Оно шевелится, оно шевелится у меня во рту!!!)",,,,,
"S """"",S_f8f373ad,*Гулп*,,,,,
"""""",narrator_ce8356fd,"Как только Сара проглотила неизвестную жидкость, тентакль перестал фиксировать ее рот и отпустил голову.",,,,,
"S """"",S_b2a88588,"(Ахх... ч-черт, моя голова... ч-что я только что проглотила... все идет кругом...)",,,,,
"S """"",S_3b0f2030,*Кашель* *Кашель*,,,,,
"S """"",S_fbe0580d,Кхммм!!,,,,,
"""""",narrator_c6b3b2e6,Получилось. Зерги сделали задуманное.,,,,,
"HYside1 """"",HYside1_a2768539,*ГРРРРР*,,,,,
"HYside2 """"",HYside2_3772f560,*Грр-грр-грр*,,,,,
"""""",narrator_1860b0ed,Сара глотает последние капли жидкости и у нее начинает кружиться голова.,,,,,
"""""",narrator_685a4a58,"Зерги начали издавать разные странные звуки. Но Саре уже было не до этого, комната окончательно поплыла у нее перед глазами. Она теряет сознание.",,,,,
"""""",narrator_08fc8e7b,"Сара открывает глаза. Она в той же комнате и все еще пристегнута, но ее рот свободен. Тентакли, которые его фиксировали, пропали.",,,,,
"S """"",S_260b05e6,(А? Что со мной?),,,,,
"S """"",S_79eed4f3,(Как же сильно болит голова...),,,,,
"C1 """"",C1_7c657f0d,(Привет.),,,,,
"S """"",S_bc753a0a,А!!!,,,,,
"""""",narrator_b7a5a723,Голос прозвучал в комнате. Но Сара никого не увидела и это сильно насторожило ее.,,,,,
"S """"",S_c9cc672b,Кто здесь??,,,,,
"S """"",S_4b17a095,"Я не вижу тебя. Покажись, кто бы ты ни был!",,,,,
"C1 """"",C1_ebadb031,"(Спокойнее, я здесь.)",,,,,
"""""",narrator_a8910f0c,Сара снова никого не увидела. В комнате все еще была только она одна.,,,,,
"S """"",S_5d59afaa,Где?? Я никого не вижу!,,,,,
"C1 """"",C1_7d42b952,(У тебя внутри.),,,,,
"C1 """"",C1_da160f70,(Закрой глаза.),,,,,
"S """"",S_53602009,Что? Зачем?,,,,,
"S """"",S_d5e066da,(Откуда идет этот голос??),,,,,
"C1 """"",C1_1cc3aec0,"(Ты сможешь меня увидеть, если сделаешь это.)",,,,,
"S """"",S_2737ec08,...,,,,,
"""""",narrator_34a3ef8c,"Сара соглашается, она закрывает глаза.",,,,,
"""""",narrator_87b03254,Ничего не произошло. Она так ничего и не увидела.,,,,,
"S """"",S_9c3df6bd,И?,,,,,
"C1 """"",C1_4f205ebc,(Сконцентрируйся на моем голосе.),,,,,
"S """"",S_b8906dad,Что ты такое говоришь?,,,,,
"C1 """"",C1_8aa4407b,(Просто сделай это.),,,,,
"""""",narrator_7a3ffa7d,Сара повинуется. Какое-то время она концентрируется и вслушивается в происходящее.,,,,,
"""""",narrator_db175699,"Спустя еще мгновение Сара начинает видеть... ее взору предстает что-то новое. Существо, которого она не встречала раньше.",,,,,
"C1 """"",C1_1875eced,(Теперь ты видишь меня!),,,,,
"S """"",S_2b674f2e,!!!,,,,,
"S """"",S_09052480,Ч-что это???,,,,,
"C1 """"",C1_175bb7b4,(Это я!),,,,,
"S """"",S_7ad9cfec,Ты за дуру меня держишь?,,,,,
"C1 """"",C1_1b77bbc6,...,,,,,
"C1 """"",C1_3e38c517,(Как знаешь.),,,,,
"C1 """"",C1_a2b5cd88,(Я могу это сам сделать.),,,,,
"""""",narrator_7ffb1012,*щелк*,,,,,
"C1 """"",C1_d2d634cb,(Так то лучше.),,,,,
"S """"",S_f5f8413c,(Ч-что происходит?),,,,,
"C1 """"",C1_8008a070,"(Закрой глаза, Сара.)",,,,,
"""""",narrator_26e5f66c,"Глаза Сары закрылись сами по себе. Она не хотела этого. Голос, который она слышала, управлял ее действиями.",,,,,
"S """"",S_9568833f,(Тело движется само по себе!),,,,,
"C1 """"",C1_4f205ebc_1,(Сконцентрируйся на моем голосе.),,,,,
"""""",narrator_7a3ffa7d_1,Сара повинуется. Какое-то время она концентрируется и вслушивается в происходящее.,,,,,
"""""",narrator_7a27a242,"Спустя еще мгновение Сара начинает видеть... ее взору предстает, что-то новое. Существо, которого она не встречала раньше.",,,,,
"C1 """"",C1_e5838eee,(Теперь ты видишь меня.),,,,,
"C1 """"",C1_3afb7d71,(А сейчас я верну тебе контроль.),,,,,
"S """"",S_0f458c5a,Ч-что это было?,,,,,
"C1 """"",C1_3e918a47,"(Ты захотела увидеть меня, вот я тебе немного помог.)",,,,,
"S """"",S_267c3de6,Что?! Что это значит?!,,,,,
"C1 """"",C1_543f9228,"(Я паразит, которого тебе ввели. Можешь звать меня Сай’мон.)",,,,,
"S """"",S_c3a86dba,Что ты такое говоришь?! Что они сделали со мной?!,,,,,
"S """"",S_67c2e22f,Меня тошнит. Кхх.,,,,,
"C """"",C_b9105794,"(Спокойнее, девочка, все хорошо.)",,,,,
"S """"",S_0bf3324f,"Что значит хорошо?!! Меня заразили какой-то чумой, и я в плену!",,,,,
"C """"",C_a2c0cd35,"(Эй, давай-ка повежливее! Не надо называть меня 'чумой'. Зови меня Сай'мон, я же говорил...)",,,,,
"S """"",S_17e0ed9d,"Какого хрена я вообще тебя слышу?? Ведь... они... то, что они в меня... влили... должно попасть в желудок... и...",,,,,
"C """"",C_68250997,"(Оу. Да ты не волнуйся об этом. Тот паразит, что попал к тебе в желудок, уже умер.)",,,,,
"S """"",S_8526cb92,"Стой, но как тогда...",,,,,
"C """"",C_bfbbeaab,"(Но перед смертью паразит запустил в тебя свои споры, которые попали через кровь прямо в твой мозг.)",,,,,
"S """"",S_038378dd,Что?!! Так ты у меня в голове?!,,,,,
"S """"",S_91855d95,Аааа!!,,,,,
"C """"",C_db5b620b,"(Ау! Не кричи ты так, мне неприятно.)",,,,,
"S """"",S_9ba91748,"О, нет! О, нет!",,,,,
"C """"",C_f5f8ccbb,"(Да успокойся ты, я тебя не обижу. У нас будет мирный симбиоз. Ничего такого.)",,,,,
"S """"",S_a53ce325,Какой еще симбиоз? Что ты надумал делать у меня в голове??!,,,,,
"C """"",C_9cbb33dd,"(Это все довольно сложный разговор... самое главное - это то, что теперь ты будешь слышать Рой!)",,,,,
"S """"",S_2737ec08_1,...,,,,,
"C """"",C_747fba85,"(Полезный навык, я тебе скажу. Особенно с учетом твоего положения.)",,,,,
"C """"",C_aa57317b,"(А еще я обнаружил у тебя сильные псионические способности и подавил их, чтобы ты делов не натворила...)",,,,,
"C """"",C_3cf1bd67,"(И когда я их блокировал, то нашел кое-что интересное, но об этом позже...)",,,,,
"S """"",S_c641fd79,Что??!!,,,,,
"C """"",C_a960386a,(Поговорим в другой раз. Они идут.),,,,,
"S """"",S_16775b94,"Стой, мы не закончили!",,,,,
"""""",narrator_b5870a61,В комнату заходят два гидралиска.,,,,,
"HYside1 """"",HYside1_f9285e5a,{i}Ихи-хи-хи.{/i},,,,,
"HYside2 """"",HYside2_38712a43,"{i}О-о-о-о, самка, проснулась.{/i}",,,,,
"HYside1 """"",HYside1_84b53785,"{i}(Отлично! Значит, пора отвести ее к владычице.){/i}",,,,,
"HYside2 """"",HYside2_c093e329,{i}(Отпустите ее!){/i},,,,,
"""""",narrator_292b6932,После этих слов тентакли отпустили Сару. Один гидралиск сразу же схватил ее.,,,,,
"""""",narrator_3c0a8cf2,Зерги уносят Сару.,,,,,
"""""",narrator_584174a9,"Она снова оказалась в длинном коридоре, ведущем неизвестно куда.",,,,,
"S """"",S_9ab16790,"Нет! Нет! Отпустите меня, мерзкие твари! Я не хочу! Нет!",,,,,
"H1 """"",H1_ad8a652e,"{i}Ихи-хи-хи! Она такая бойкая, мне нравится эта самка, Граааа!!!{/i}",,,,,
"H2 """"",H2_da68f95c,"{i}Да, сначала они все такие. Люблю эти моменты.{/i}",,,,,
"H1 """"",H1_def82aaa,"{i}Идем быстрее, Владычица не любит ждать.{/i}",,,,,
"""""",narrator_66b96f45,Зерги приводят Сару в новое помещение.,,,,,
"""""",narrator_b3e7e795,"Комната была похожа на тронный зал. По крайней мере, Саре так показалось. Повсюду множество разных зергов. Они очень оживленно принимают появление Сары в этой комнате.",,,,,
"""""",narrator_72bdc5ce,Сару бросают перед владычицей.,,,,,
"S """"",S_291d4e4c,Ауч!,,,,,
"Q """"",Q_a39a1ad7,"Ох, посмотрите, кто это тут у нас!",,,,,
"Q """"",Q_8201cea1,"Это же офицер Керриган. Как же приятно осознавать, что ты попала в мои руки.",,,,,
"S """"",S_6f8f0319,Руки? Ты себя видела??!,,,,,
"Q """"",Q_59bd3609,А ты дерзкая. Мои солдаты любят таких!,,,,,
"HYside1 """"",HYside1_729d9d12,{i}(Гррара новая самка!){/i},,,,,
"HYside3 """"",HYside3_865abab1,"{i}(Устал ждать, хочу трахнуть новую самку!){/i}",,,,,
"HYside4 """"",HYside4_d793aabf,"{i}(Сладкий запах человека, хочу её!){/i}",,,,,
"HYside5 """"",HYside5_41cf0063,"{i}(Её груди большие, теплая и мягкая плоть. Гррра хочуууу.){/i}",,,,,
"S """"",S_bfd1bcaa,(Нет! Это ужасно! Я не хочу это слышать!),,,,,
"Q """"",Q_72363ab7,"Но не волнуйся, девочка, я добрая владычица. Я дам тебе шанс. Пройдешь все мои испытания, и я отпущу тебя.",,,,,
"S """"",S_e7cda17c,???,,,,,
"S """"",S_593384e5,Какие еще испытания??,,,,,
"Q """"",Q_69e93e90,Ахаха!,,,,,
"Q """"",Q_d3e3b7b2,Скоро узнаешь.,,,,,
"Q """"",Q_33652ba5,Отведите ее к Стукову! Он ждёт ее.,,,,,
"Q """"",Q_3a8a8890,"А ты будешь ему помогать, понял меня?",,,,,
"C """"",C_de4ce71d,"(Да, моя госпожа!)",,,,,
"S """"",S_c52017f6,(!!!),,,,,
"""""",narrator_399f5922,Зерги хватают и утаскивают Сару.,,,,,
"S """"",S_ce2b24d0,Нет! Фу! Уберите от меня свои клешни!!!,,,,,
"C """"",C_3a3543f6,(Пшш-пшш!),,,,,
"C """"",C_3e4f2f4d,(Проверка связи. Прием.),,,,,
"S """"",S_5727b81b,А??,,,,,
"C """"",C_580b9d6e,"(Можешь ничего не говорить вслух. Можешь общаться со мной с помощью мыслей, я все услышу.)",,,,,
"S """"",S_6d3c165e,(Как это работает вообще?! И почему ты только сейчас мне это говоришь?),,,,,
"C """"",C_f0a0d81e,"(Ой, ну тут все сложно, я еще сам не полностью освоился у тебя в мозгу.)",,,,,
"S """"",S_c52017f6_1,(!!!),,,,,
"C """"",C_8dd5355f,(Говорю по мере поступления информации. Просто имей это в виду.),,,,,
"S """"",S_0e78e42f,"(А что это там за херня была? Что это за 'да, моя госпожа?!! Кому ты там помогать должен и что вообще происходит??)",,,,,
"C """"",C_ff2c38eb,"(Не торопи события, скоро все узнаешь.)",,,,,
"""""",narrator_e43ad6bb,Зерги бросают Сару внутрь нового помещения и закрывают дверь.,,,,,
"""""",narrator_91aaa9c7,Ауч!,,,,,
"""""",narrator_3a02e311,Сара подскакивает к двери и пытается ее открыть. Дверь не поддается. Она начинает бить кулаками в дверь.,,,,,
"S """"",S_3c937685,*Удар*{w=0.5}{nw},,,,,
"extend """"",extend_37906f16, *Удар*{w=0.5}{nw},,,,,
"extend """"",extend_c7aab6e1, *Удар*{w=0.5},,,,,
"C """"",C_c2e10739,"(Не трать силы напрасно, тебе не открыть эту дверь.)",,,,,
"S """"",S_e438bb38,Черт! Что же делать...,,,,,
"S """"",S_3c937685_1,*Удар*{w=0.5}{nw},,,,,
"extend """"",extend_37906f16_1, *Удар*{w=0.5}{nw},,,,,
"extend """"",extend_c7aab6e1_1, *Удар*{w=0.5},,,,,
"C1 """"",C1_f10e229e,"Оу, привет. А я-то думал, когда ко мне пришлют новую... кхм... пленницу.",,,,,
"S """"",S_d32601f4,А!,,,,,
"C1 """"",C1_adf18811,"Тише девочка, я не кусаюсь.",,,,,
"S """"",S_10c2d944,Что... что ты такое?,,,,,
"C1 """"",C1_bf996b99,Я?,,,,,
"extend """"",extend_2040b3f9, Мое имя Алексей Стуков. И на ближайшее время я твой самый ближайший друг и собеседник.,,,,,
"S """"",S_e7cda17c_1,???,,,,,
"S """"",S_9f013608,Что здесь происходит? Владычица говорила про какое-то испытание и что меня отпустят после него. Что мне нужно сделать? Я хочу поскорее отсюда убраться.,,,,,
"A """"",A_8c24f655,"Оу, 'испытание' значит. Владычица такая шалунья в последнее время. Ха-ха.",,,,,
"A """"",A_9ef33c16,"Кхм... Так вот. Все, что тебе нужно делать это внимательно меня слушать и выполнять то, что я скажу.",,,,,
"S """"",S_ddea29c7,"Хмм, и это все?",,,,,
"A """"",A_1f7156d3,Ну для начала да...,,,,,
"S """"",S_ef3aba4b,А что потом?,,,,,
"A """"",A_30803b0e,"Не торопи события, дорогуша.",,,,,
"S """"",S_9a1a393b,(Теперь мне все это будут говорить?),,,,,
"C """"",C_34dcca1a,(Хи.),,,,,
"S """"",S_91f465af,"Хорошо, но можно я сначала задам еще пару вопросов?",,,,,
"A """"",A_9c013300,"Да, конечно! Что ты хочешь узнать?",,,,,
"S """"",S_f5f143cc,"А как ты тут оказался? Ты же не зерг, не так ли?",,,,,
"A """"",A_499e9faf,"Оу, это очень интересная история.",,,,,
"A """"",A_28b497d4,"Я был вице-адмиралом Объединенного Земного Директората, командовал флотом. Но по ошибке адмирала Дюгаллa я был убит на одной из миссий. ",,,,,
"A """"",A_4f755c39,"Позже я был воскрешен церебралом зергов, для их целей.",,,,,
"A """"",A_cfb886d0,И в итоге оказался здесь.,,,,,
"S """"",S_047a7b63,"Постой, но ты же был человеком?",,,,,
"A """"",A_39d91331,Да.,,,,,
"S """"",S_3c43fe04,Но что они сделали с тобой? Ты ведь теперь совсем не человек.,,,,,
"A """"",A_ea30f27b,"Да, да, они изменили меня. Теперь я часть Роя. Служу ее приказам.",,,,,
"S """"",S_2406ea3e,Но зачем? Зачем ты этим занимаешься?,,,,,
"A """"",A_6d3df72b,Зачем?,,,,,
"A """"",A_0791808f,"Да потому, что мне это нравится! Ахаха!",,,,,
"A """"",A_953752f1,"Тут не так уж и плохо, я привык. Это в разы лучше, чем быть мертвым.",,,,,
"S """"",S_c7934c61,...,,,,,
"S """"",S_627f84f4,Я хотела спросить про паразитов. Зерги внедрили в меня одного такого. Ты что-то знаешь об этом?,,,,,
"A """"",A_307f49f1,"Да, конечно.",,,,,
"A """"",A_4f4e9ba1,"Паразиты — это первая часть курса для всех пойманных существ, которых они не собираются убивать. Это очень важный элемент в их системе.",,,,,
"S """"",S_d98d91d2,Но что именно они делают?,,,,,
"A """"",A_bf4656ce,"Ну... они... точно сказать не могу, но они как бы могут контролировать тебя. Они помогают контролировать пойманных зергами существ. Владычица имеет связь со всеми паразитами, а паразиты в свою очередь передают ей данные о местоположении носителя, а также его состоянии. Ну и еще пару примочек, о которых тебе еще рано знать.",,,,,
"A """"",A_83b7cb14,"Теперь твое сознание связано с роем, смирись с этим.",,,,,
"A """"",A_ece44eae,"Так что сбежать просто так не выйдет, тебя сразу поймают солдаты Роя. Ты сможешь сбежать, только если владычица сама удалит из тебя паразита.",,,,,
"A """"",A_24005009,"(Хи-хи. Конечно же, этого паразита нельзя убрать, он с ней до конца ее дней.)",,,,,
"S """"",S_b42d4d1f,(Ну и в передрягу же я попала. Мне все это очень не нравится...),,,,,
"S """"",S_e5704371,"Хорошо, что дальше? Что я должна делать?",,,,,
"A """"",A_d815c455,"Хмм, дай-ка подумать...",,,,,
"A """"",A_b216c18e,"Ммм, да. Ты должна раздеться для меня, я должен увидеть твое тело.",,,,,
"S """"",S_d2413403,Что?! Ты с ума сошел? Я не стану этого делать!,,,,,
"A """"",A_da6dd5bf,"Ой, представь, что я врач, мне можно.",,,,,
"S """"",S_ff9bb1ef,"Нет, я не буду. Я не хочу!",,,,,
"S """"",S_64c8dc08,Я лучше выломаю эту дверь и умру в бою!,,,,,
"A """"",A_da5ac2e2,...,,,,,
"""""",narrator_740cb67a,Сара начинает бить кулаками в дверь.,,,,,
"S """"",S_a251e1a6,*Удар*{w=0.5}{nw},,,,,
"extend """"",extend_8f2f8b93, *Удар*{w=0.5}{nw},,,,,
"extend """"",extend_e451b783, *Удар*{w=0.5},,,,,
"A """"",A_da5ac2e2_1,...,,,,,
"A """"",A_b1a4c8fc,"Не думал, что до этого так быстро дойдет... но ладно...",,,,,
"A """"",A_146e58c5,"Хватит там бездействовать, сделай уже что-то с ней!",,,,,
"C """"",C_b4859d4e,"(Да-да, сейчас.)",,,,,
"""""",narrator_d72fb184,*Чпоньк*,,,,,
"S """"",S_a705f423,!!!,,,,,
"S """"",S_a68bf12d,Ааааа! Я ничего не вижу!,,,,,
"C """"",C_e0b3321f,(...ой),,,,,
"A """"",A_0f761b15,"Что ты наделал?! Исправь это, быстро!",,,,,
"C """"",C_eae2a275,"(Да-да, сейчас!)",,,,,
"""""",narrator_d72fb184_1,*Чпоньк*,,,,,
"""""",narrator_d72fb184_2,*Чпоньк*,,,,,
"S """"",S_a422e880,...,,,,,
"S """"",S_e5f7cfd5,"Ммм... а ты красавчик, я сразу не заметила этого, извини.",,,,,
"A """"",A_51276ba2,Ого! А мне нравится такой расклад. Ахаха!,,,,,
"C """"",C_abe4cc30,"(Нет, это явно что-то не то...)",,,,,
"""""",narrator_d72fb184_3,*Чпоньк*,,,,,
"""""",narrator_d72fb184_4,*Чпоньк*,,,,,
"""""",narrator_a090d91f,"Сара пускается в пляс. Она прыгает, делает кульбиты. Стуков впал в ступор от удивления.",,,,,
"S """"",S_ada29b7d,Ч... что это?! Что со мной происходит?!!,,,,,
"Aside8 """"",Aside8_ace5a75b,...,,,,,
"C """"",C_fda85a46,"(Мой косяк, простите...)",,,,,
"""""",narrator_d72fb184_5,*Чпоньк*,,,,,
"C """"",C_f146ada4,Тогда попробуем вот это.,,,,,
"""""",narrator_d72fb184_6,*Чпоньк*,,,,,
"""""",narrator_a969a1fa,По телу Сары прошелся небольшой разряд электичества.,,,,,
"S """"",S_131278f6,(!!!),,,,,
"""""",narrator_17a849cf,Сару парализует. Она не может пошевелиться.,,,,,
"S """"",S_09304164,Ч... ч... ч...,,,,,
"S """"",S_2d79786f,(Что это такое?!! Что ты сделал?!!),,,,,
"C """"",C_38f74b5f,"(Спокойно, я просто парализовал тебя. Не хочу, чтоб ты поранилась об дверь...)",,,,,
"S """"",S_3f44bd13,(Что-что ты сделал?!?!?),,,,,
"C """"",C_6a7172ce,"(Говорю же, успокойся. Это для твоего же блага.)",,,,,
"S """"",S_5c83086e,"(Не хочу я успокаиваться, когда какой-то паразит контролирует мой мозг!!!)",,,,,
"C """"",C_ce07f2b5,(...),,,,,
"A """"",A_5ea72de9,"Хорошо, давай попробуем еще раз. Просто спокойно поговорим.",,,,,
"A """"",A_db290830,Верни ей контроль.,,,,,
"""""",narrator_d72fb184_7,*Чпоньк*,,,,,
"A """"",A_9d233e07,??!?!,,,,,
"C """"",C_a79b99c3,"(Упс, это что-то не то. Я никак не могу освоиться, извини.)",,,,,
"""""",narrator_d72fb184_8,*Чпоньк*,,,,,
"S """"",S_a705f423_1,!!!,,,,,
"S """"",S_33b2052d,Это еще что было?!!,,,,,
"A """"",A_ce0656ea,"Спокойно, девочка, все хорошо. Просто выполняй то, что я тебе говорю, и вскоре ты выберешься отсюда. Тебе надо просто раздеться, все будет хорошо.",,,,,
"S """"",S_4095e725,Пошел ты!,,,,,
"S """"",S_27a2b63a,*Тьху*,,,,,
"A """"",A_044d9291,Ах ты!,,,,,
"A """"",A_550165bc,Выруби ее! А ну вырубай ее!,,,,,
"""""",narrator_d72fb184_9,*Чпоньк*,,,,,
"""""",narrator_a4f47da6,Сару снова парализует.,,,,,
"S """"",S_a705f423_2,!!!,,,,,
"A """"",A_4fa7b426,Так-то лучше.,,,,,
"A """"",A_63d2cac5,"Ну, раз ты хочешь по-плохому, значит будет по-плохому. Я сам все сделаю, мне не впервой.",,,,,
"""""",narrator_7271303c,"Стуков оттаскивает Сару в угол комнаты к стене. Из стены появляются тентакли, которые опутывают ее.",,,,,
"S """"",S_e472a9cb,М!... М!...,,,,,
"Aside2 """"",Aside2_7ae2af9e,"Спокойнее, спокойнее, все хорошо. Это все для твоего удобства, не более.",,,,,
"Aside2 """"",Aside2_3204bbf5,Включи ее обратно.,,,,,
"""""",narrator_d72fb184_10,*Чпоньк*,,,,,
"S """"",S_7952a922,"Ах ты, ублюдок! Урод! А ну отстегни меня, быстро!",,,,,
"Aside4 """"",Aside4_ba7184ff,"Хах, я еще не закончил. Потерпи немного, я быстро все сделаю.",,,,,
"S """"",S_266e0e62,*Тьху*,,,,,
"Aside8 """"",Aside8_ace5a75b_1,...,,,,,
"Aside7 """"",Aside7_fc9f7641,"Может, не стоило возвращать контроль...",,,,,
"Aside10 """"",Aside10_2ae38865,(Но так было бы слишком скучно.),,,,,
"""""",narrator_4a4e5b32,Стуков подходит вплотную к Саре и кладет руку ей на грудь.,,,,,
"S """"",S_f1feb2b4,Ах!,,,,,
"S """"",S_71f08c56,Что ты делаешь??!,,,,,
"Aside2 """"",Aside2_c620b039,"Пытаюсь тебя расслабить, что же еще?! Ты слишком напряжена, я не могу так работать!",,,,,
"S """"",S_55f4eb40,"Ах ты, больной извращенец! Убери от меня свои мерзкие лапы!",,,,,
"""""",narrator_6c593fcb,Стуков начинает уверенно мять грудь.,,,,,
"""""",narrator_d8d4e3ed,"Сара связана тентаклями и не может сопротивляться, ее дыхание начинает учащаться.",,,,,
"S """"",S_8cc31e96,Нет!,,,,,
"extend """"",extend_e7c20f9a, Ах!,,,,,
"S """"",S_df9867f2,Прекрати это делать!,,,,,
"Aside3 """"",Aside3_6dfddc97,"Тебе разве не нравится? Разве не расслабляет? У меня второй разряд по массажу, я знаю, что делаю!",,,,,
"S """"",S_60ed1b84,Нет! Мне не нравится!,,,,,
"C """"",C_52fc0081,"(А мне нравится! Твоя нервная система так пульсирует, мне очень приятно.)",,,,,
"S """"",S_f1feb2b4_1,Ах!,,,,,
"S """"",S_f2caea24,"(Ты такой же больной извращенец, как и этот Стуков!)",,,,,
"C """"",C_405c4412,"(Ну не знаю, я же в твоем мозгу... я бы сказал, что раз мне это нравится, то и тебе тоже. Ты просто не хочешь этого признавать...)",,,,,
"S """"",S_096c406f,(Нет! Ты несешь какую-то чушь!),,,,,
"C """"",C_6a83cbf5,(Как знать...),,,,,
"""""",narrator_779074c6,От возбуждения у Сары набухают соски. Стуков чувствует это.,,,,,
"Aside11 """"",Aside11_ad35ac2d,"О, да, детка! Ты уже вся такая разгоряченная! Я это чувствую!",,,,,
"S """"",S_f1feb2b4_2,Ах!,,,,,
"S """"",S_8cc31e96_1,Нет!,,,,,
"Aside11 """"",Aside11_6b9c3239,А там внизу? Ты уже влажная?,,,,,
"S """"",S_a705f423_3,!!!,,,,,
"S """"",S_2b1fc285,"Прекрати говорить такие грязные вещи! Ты же сказал, что надо раздеться и все, не трогай меня!",,,,,
"Aside10 """"",Aside10_fcff92d7,"Ладно, с массажем покончено. Продолжим раздевание.",,,,,
"Aside11 """"",Aside11_032d8e36,"Теперь, когда я тебя расслабил, можно приступать к основному блюду.",,,,,
"S """"",S_f391afb1,"Давай, делай, что должен. Я хочу поскорее убраться отсюда...",,,,,
"Aside4 """"",Aside4_046ea595,"Хмм, как скажешь, дорогуша. Как скажешь...",,,,,
"""""",narrator_77e988d5,Стуков аккуратно снимает верхнюю часть брони Сары.,,,,,
"""""",narrator_ad4fa781,"Его взору открывается прекрасный вид ее груди. Хоть она и в лифчике, но выглядит просто шикарно!",,,,,
"S """"",S_a705f423_4,!!!,,,,,
"""""",narrator_4a9ef735,Смущению Сары нет придела. Ее лицо покрывается отчетливым румянцем.,,,,,
