location,source,target,ID,fuzzy,context,translator_comments,developer_comments
"H ""%%""",H_40549351,"Конечно, я не хотел тебе сразу об этом рассказывать. Но ты сделала многое, чтобы доказать свою заинтересованность. Так что я пойду тебе навстречу.",,,,,
"H ""%%""",H_aeb7f2a0,"Мало просто подрочить мне классными сиськами. Мою эссенцию сдерживает защитный механизм, который не позволяет ей выйти при обычной дрочке.",,,,,
"S ""%%""",S_95b91384,"Ах ты проказник, ты действительно планировал скрыть это от меня...",,,,,
"H ""%%""",H_cf6e0c5a,"Хе-хе-хе, на самом деле это было бы прекрасно. Но, увидев твои СИСЬКИ, я... решил подчиниться.",,,,,
"H ""%%""",H_5a837a9a,Я не могу врать таким прелестным СИСЬКАМ!,,,,,
"S ""%%""",S_f5887cc5,Черт... снова ты за свое...,,,,,
"S ""%%""",S_01d9c40c,"И что мне тогда делать? Может, тебя убить легче, чем ублажить?",,,,,
"S ""%%""",S_f6505af8,А что... идея!,,,,,
"H ""%%""",H_cb458298,"Убить? Почему сразу убить? Какая ты кровожадная... Хотя, если речь идет об удушении...",,,,,
"S ""%%""",S_6abffe48,ЗАТКНИСЬ! Ни о каком удушении сиськами речи и не может быть...,,,,,
"H ""%%""",H_b1aab240,Тс...,,,,,
"H ""%%""",H_140ac2ec,"Ладно, на самом деле все не так сложно, как тебе могло показаться. Этот защитный механизм необходим для того, чтобы эссенция случайно не вышла. Так как я...",,,,,
"S ""%%""",S_f1c5c135,"Да-да-да, любишь сиськи, я поняла!",,,,,
"H ""%%""",H_a8096d9e,"Не просто сиськи, а ОГРОМНЫЕ СИИИИИСЬКИ!",,,,,
"S ""%%""",S_62a17ce3,...,,,,,
"H ""%%""",H_3707cf7c,"Это значит, что твоя задача держать меня возбужденным определенное количество времени. Смекаешь, о чем я? Дрочить мне так, чтобы я не кончил раньше времени. Когда эссенция будет готова, я дам тебе знать и как следует позабочусь об остальном, хе-хе-хе!",,,,,
"S ""%%""",S_890f4059,"Что будет, если я не справлюсь? Есть какие-то ограничения?",,,,,
"H ""%%""",H_e47a598a,"Оооо, можешь не переживать, с твоими сиськами у нас нет никаких ограничений. Одного взгляда на них будет достаточно, чтобы мое семя оказалось готово!",,,,,
"S ""%%""",S_6da29e77,Ты неисправим...,,,,,
"S ""%%""",S_729d396e,"Ладно, хорошо хоть предупредил об этом... Но это ни о чем не говорит, избавляйся от своих похотливых мыслишек, я пришла за эссенцией!",,,,,
"H ""%%""",H_5ce8f725,"Хе-хе-хе, сейчас я научу тебя работать с ним.",,,,,
"S ""%%""",S_24761eec,Не недооценивай меня! Я и не с такими экземплярами справлялась!,,,,,
"H ""%%""",H_f1f88fea,"Тише-тише, я тебе верю. Не кипятись, я ведь хочу помочь.",,,,,
"H ""%%""",H_b1ae43f2,"Я просто хочу, чтобы все прошло максимально удачно. Так что думаю лишней моя помощь не будет.",,,,,
"H ""%%""",H_4dddcf7a,"Большой член, нужен жар, но немного, совсем чуть-чуть. Черт, были бы у меня руки, я бы сам твоими прелестными СИСЬКАМИ показал, как это делается.",,,,,
"S ""%%""",S_958bedda,"Ладно-ладно, заткнись и просто говори, все ли в порядке.",,,,,
"H ""%%""",H_183aa07a,"Ооо, это я могу!",,,,,
"S ""%%""",S_5a5d2512,"(Кажется, я немного перестаралась... Стоить вспомнить все, что я выучила за это время.)",,,,,
"S ""%%""",S_0036b6d3,"(Если сжать грудью его член, то это точно должно снять возбуждение...)",,,,,
"S ""%%""",S_0a7ec0b7,"(Нужно еще и не перестараться... Теперь моя грудь чуть больше, чем раньше. Если сожму слишком сильно...)",,,,,
"S ""%%""",S_ea4e4100,!!!,,,,,
"""%%""",narrator_56c53485,Пщ-щ-щ-щ-щ-щ...,,,,,
"""%%""",narrator_55432032,"Сара старалась максимально аккуратно остановить нарастающее возбуждение гидралиска, но вместо этого заставила его кончить.",,,,,
"S ""%%""",S_148d2f93,"Моя грудь! Я забыла, что она такая чувствительная!",,,,,
"""%%""",narrator_e14ccf2b,"Девушка почувствовала сильный разряд удовольствия от своих действий и теплой спермы, которая начала покрывать ее.",,,,,
"H ""%%""",H_904caeb9,"Хе-хе-хе, смирись и давай развлечемся. Все равно твои попытки приводят к тому же результату.",,,,,
"S ""%%""",S_8d2df1d9,Еще чего! Повеселишься в следующий раз...,,,,,
"""%%""",narrator_56c53485_1,Пщ-щ-щ-щ-щ-щ...,,,,,
"H ""%%""",H_b4c9e6b8,"ДА!!! Я так надеялся, что ты не справишься с этим!",,,,,
"S ""%%""",S_48f61a96,Слишком много радости!,,,,,
"H ""%%""",H_367e178b,"Как я могу не радоваться? Еще больше времени наедине с этими прекрасными сиськами. Я буду совсем не против, если мы проведем так целый день.",,,,,
"S ""%%""",S_d16f383a,А вот я против...,,,,,
"H ""%%""",H_0b524828,"В любом случае все нужно начинать сначала. Эссенция не прощает таких ошибок, а я вот очень даже.",,,,,
"H ""%%""",H_49d2039d,"Ха! А ты продолжаешь меня баловать, ммм.",,,,,
"S ""%%""",S_d0fcb777,Н-нет! Только не снова!,,,,,
"""%%""",narrator_56c53485_2,Пщ-щ-щ-щ-щ-щ...,,,,,
"""%%""",narrator_952560ce,"Гидралиск выглядел очень довольным, наблюдая, как новая порция спермы попадает на сиськи Сары.",,,,,
"H ""%%""",H_5a6b4c5b,"Лучшего вида и не придумаешь! Я уже готов кончить еще пару раз. Лови момент, Сара. Может, в один из них тебе перепадет немного эссенции.",,,,,
"S ""%%""",S_3e702d0a,"Надеюсь, на мне до этого момента останется хоть одно чистое место...",,,,,
"""%%""",narrator_7d35e52e,"Сара посмотрела на возбужденный член перед собой, все меньше веря в сказанное ранее.",,,,,
"H ""%%""",H_8313251e,"Я бы на твоем месте не надеялся, хе-хе-хе. Эти сиськи делают меня способным на многое...",,,,,
"""%%""",narrator_56c53485_3,Пщ-щ-щ-щ-щ-щ...,,,,,
"H ""%%""",H_b9697d72,"Хе-хе, все сначала и сначала. Кажется, ты это специально.",,,,,
"S ""%%""",S_c83899c1,Еще чего! Просто не повезло...,,,,,
"H ""%%""",H_8f0f7d81,Только посмотри на свои сиськи! Они стали еще больше... Да ты точно жаждешь быть залитой с ног до головы.,,,,,
"S ""%%""",S_e067e54a,Н-нет! С чего ты взял...,,,,,
"H ""%%""",H_25fe96f8,"Да ты только посмотри! Ты аж вся затряслась от предвкушения! Я так и чувствовал, что прошу об этой услуге правильного человека, хе-хе-хе.",,,,,
"S ""%%""",S_9f538aa0,Ничего я не тряслась...,,,,,
"""%%""",narrator_56c53485_4,Пщ-щ-щ-щ-щ-щ...,,,,,
"H ""%%""",H_4df49573,Да! Как тебе моя сперма? Входишь во вкус?,,,,,
"S ""%%""",S_4cb9703c,Твоя сперма ничего такая...,,,,,
"H ""%%""",H_8a992fc5,Ничего такая? Я ожидал более бурной реакции.,,,,,
"S ""%%""",S_eaa32a64,"Вот отдашь мне свою эссенцию, тогда увидишь мою реакцию во всей красе, хи-хи.",,,,,
"H ""%%""",H_13179665,"Так забери. Сама же тянешь время. Не хочешь признаваться, что понравилось?",,,,,
"S ""%%""",S_fe7cc92d,"Может, и понравилось. Но эссенция мне точно понравится больше, так что давай займемся уже делом.",,,,,
"H ""%%""",H_69fdca4c,"Мой член всегда готов ко встрече с твоими сиськами, хе-хе-хе.",,,,,
"""%%""",narrator_56c53485_5,Пщ-щ-щ-щ-щ-щ...,,,,,
"H ""%%""",H_df764d4d,Я бы вечность провел с этими сиськами!,,,,,
"S ""%%""",S_64b21a3b,Кто бы сомневался...,,,,,
"H ""%%""",H_48836177,"Серьёзно, такие сиськи это сокровище. Хочу их себе. Как думаешь, их можно как-нибудь по-другому трахнуть?",,,,,
"S ""%%""",S_a617c4ab,Даже не думай!,,,,,
"H ""%%""",H_360210b5,"Ооо да, половина пути пройдена, еще чуть-чуть и ты получишь свое! Придерживайся той же стратегии. Дрочи мой член своими СИСЬКАМИ!",,,,,
"S ""%%""",S_d7af68cd,"А я чем тут, по-твоему, занимаюсь???",,,,,
"S ""%%""",S_5fbb56dd,"(Кажется, я начинаю чувствовать грань. Но это опасно, его член весьма нестабилен. Неужели ему действительно так приятно?)",,,,,
"H ""%%""",H_526059a7,Вот... Вот... Мы уже на финишной прямой!,,,,,
"S ""%%""",S_d4aba07c,"Ч-что, правда? Дело сделано? Теперь наконец-то можно не сдерживаться???",,,,,
"H ""%%""",H_412d9dbf,"Д-д-даааа!!! Она готова, она полностью готова! ТВОИ СИСЬКИ ПРОСТО ВЫЖИМАЮТ ВСЕ СОКИ ИЗ МЕНЯ!",,,,,
"S ""%%""",S_9efc1e56,"Отлично, тогда...",,,,,
"S ""%%""",S_875b637b,...Хе-хе-хе.,,,,,
"""%%""",narrator_c6557e1a,"Через секунду Сара с еще большим упорством стала двигать грудью, желая скорейшего завершения этого испытания. Обхватывая места, которые раньше не задевала.",,,,,
"S ""%%""",S_3ca82054,"Хорошо, теперь уж твоя очередь, не огорчи меня! Ммм, я ожидаю свою эссенцию!",,,,,
"S ""%%""",S_c14bf88f,До последней капли... ммм...,,,,,
"H ""%%""",H_9f552a54,"АРГ! Черт, меня хотят высушить до дна, наяривая мой член развратными СИСЬКАМИ!",,,,,
"S ""%%""",S_3b0b0004,"(О да! Я уже ощущаю эту мощь! И все это мне... Я это заслужила, хах. Так старательно работала своей грудью... Ммм!)",,,,,
"S ""%%""",S_177e524a,(Даже пару раз пришлось искупаться в его сперме...),,,,,
"S ""%%""",S_0a79f27c,(Натирала его твердый елдак...),,,,,
"""%%""",narrator_31238d75,"От предвкушения девушка готова была пойти на все, чтобы получить свою награду.",,,,,
"H ""%%""",H_219d5a73,Вот это напор! Так я и пары секунд не продержусь!... Такая концентрация СИСЕК!!!,,,,,
"S ""%%""",S_961a6cad,"Если бы я была такой все время... Т-то уже через пару твоих разрядок ты бы умолял меня остановиться, чтобы я не высосала тебя досуха!",,,,,
"H ""%%""",H_bfccd9de,Я не против... умереть под давлением СИСЕК! Таких угроз я еще не слышал. Обязательно... нужно воспользоваться возможностью и проверить на деле!,,,,,
"S ""%%""",S_4298474d,Заткнись и дай мне уже свою эссенцию!,,,,,
"H ""%%""",H_ea8db36b,"АРГХ! ОНА ВЫХОДИТ! ТВОИ СИСЬКИ СДЕЛАЛИ ЭТО! Я НЕ ДУМАЛ, ЧТО ЭТО ВОЗМОЖНО! М-МОЯ ЭССЕНЦИЯ! МОЯ...",,,,,
"H ""%%""",H_713f45a7,Не упусти ее! Прими ее всю! Я подчиняюсь твоим СИСЬКАМ!,,,,,
"H ""%%""",H_4442c6f5,ССНННИИНСССГЬЬЬГКККГИИИ!!!,,,,,
"S ""%%""",S_6f5b4eee,!!!,,,,,
"S ""%%""",S_11b914b6,(Вот она! Мне нужно получить все!),,,,,
"S ""%%""",S_0ad4505b,(Как ее много. Осталось только поглотить всю... не упустить ни капли...),,,,,
"S ""%%""",S_244850a1,"(Черт! Кажется, это только больше меня заводит, хи-хи. Неожиданная реакция.)",,,,,
"S ""%%""",S_598a33b1,Мммм...,,,,,
"H ""%%""",H_d7857ce2,Даааа!!! Получай мою эссенцию!!!,,,,,
"S ""%%""",S_ced818b6,Мнг!!!,,,,,
"S ""%%""",S_ed6e5882,*Гулп* *Гулп* *Гулп*,,,,,
"S ""%%""",S_d95a8409,"(Ах... их эссенция, она такая разная... у каждой свой уникальный вкус... Это что-то намного лучше, хи-хи! Мое тело распирает от силы!!!)",,,,,
"""%%""",narrator_5394dc5d,"Девушка ни на секунду не останавливалась, она продолжала поглощать эссенцию, которая пьянила ей голову. Отдаваясь приятной дрожью по всему телу.",,,,,
"S ""%%""",S_c4f8d936,"(Надеюсь, во мне хватит места... Я чувствую себя иначе. Муталиск была права...)",,,,,
"""%%""",narrator_1e7c2d73,"Девушка машинально продолжала сдавливать член грудьми в надежде, что это поможет получить еще больше нектара.",,,,,
"S ""%%""",S_de6e44af,"Да... еще больше... я не могу остановиться, я продолжаю поглощать ее... Чувствую как она протекает... льется сквозь мое тело... сливается со всем остальным...",,,,,
"S ""%%""",S_29278217,Я не могу остановиться... ах...,,,,,
"S ""%%""",S_b5e9504a,(Низ моего живота распирает... Столько энергии! Я выдержу? Я определенно должна принять в себя все до последней капли...),,,,,
"centered ""%%""",centered_0527ac01,"Сара в наслаждении закрыла глаза, позволяя себе вдоволь насладиться своим положением.",,,,,
"S ""%%""",S_f3c53b6a,"(Я чувствую свою мощь! Никаким Владычицам со мной не сравниться, ха-ха-ха!!! Вся эта сила достанется мне... И только мне.)",,,,,
"centered ""%%""",centered_4f714f75,"Девушка ощущала невероятную легкость. Ничего физического больше не заставляло ее помнить о том, что она в реальности. Была только она и ее сила.",,,,,
"S ""%%""",S_e45f7042,"(Теперь понимаю, почему Королева Клинков так сильно хочет вырваться... Чувствовать свое превосходство, ммм... Так возбуждает.)",,,,,
"S ""%%""",S_d5ad20f9,"(Скоро моего тела будет не хватать, чтобы удерживать всю эту энергию в себе! Эти лидеры, все они падут к моим ногам!)",,,,,
"S ""%%""",S_a86b742b,"(Они думают, что совладают со мной... Что ж, пусть попробуют, хорошо смеется тот, кто смеется последним.)",,,,,
"H ""%%""",H_c4366ab5,Ты вообще жива?,,,,,
"S ""%%""",S_e7d48835,А??? Ммм...,,,,,
"S ""%%""",S_024c02b5,"Д-да... я здесь, ха-ха...",,,,,
"H ""%%""",H_93ac59cc,У тебя было такое пошлое выражение лица... Ты явно витала где-то не здесь.,,,,,
"S ""%%""",S_59f8f133,Это было так... Только все хорошее здесь быстро заканчивается.,,,,,
"H ""%%""",H_2ff72833,"Я на секунду стал тебе завидовать. Ты выглядела так, будто тебе в разы приятнее, чем мне.",,,,,
"S ""%%""",S_d37f7f83,А ты что думал? Когда принимаешь эссенцию... это тяжело даже описать. Ты не ощущаешь свое тело. Ты где-то намного выше всего этого. Но не надолго.,,,,,
"H ""%%""",H_0d82ea92,"Понимаю... Эти сиськи тоже выбивают меня из реальности, хе-хе-хе.",,,,,
"H ""%%""",H_d7967640,"Я даже немного испугался. Подумал, что никогда не трахну такие сиськи больше....",,,,,
"S ""%%""",S_3023c11a,"Все в порядке, просто... этот момент... забудь, ты все равно не поймешь.",,,,,
"""%%""",narrator_fc0f0136,"Сара продолжала приходить в себя, ощущая прилив сил. Казалось, что она в силах свернуть горы.",,,,,
"S ""%%""",S_070220d8,"(Ммм, а если так посмотреть, то у этой груди могут быть свои плюсы... правда... Я так плохо еще ее контролирую.)",,,,,
"""%%""",narrator_9e4c4882,"Девушка посмотрела на свои мокрые соски, с которых продолжало сочиться молоко. Они временами подергивались, но были твердые как камень.",,,,,
"H ""%%""",H_09f5e178,"Ч-чеееерт, я говорю, твои сиськи выжали все из меня... ах... последний раз это было так давно...",,,,,
"H ""%%""",H_ca274781,"Но... хе-хе-хе, кажется, не один я тут получил массу удовольствия.",,,,,
"S ""%%""",S_abd6f1fd,"(Это просто побочный эффект мутации, не более...)",,,,,
"S ""%%""",S_8ef7667d,"(Черт, ну и залил ты меня... Постыдился бы спускать столько даме в рот...)",,,,,
"H ""%%""",H_a804acb1,"Ха-ха-ха, ничего не могу поделать перед твоими буферами... Ну а ты что скажешь? Оценила мою эссенцию? Никто еще не дарил тебе что-то подобное. Я уж в этом уверен.",,,,,
"S ""%%""",S_c21e8bee,(Какое самомнение... Но в чем-то он прав.),,,,,
"S ""%%""",S_f6501eb6,"(Предыдущие эссенции были великолепны... Чем выше я поднимаюсь по этой иерархии, тем больше экстаза получаю... Когда я соберу все эссенции, ммм!!! Это может быть опасно...)",,,,,
"S ""%%""",S_7c2bc8cf,(Это слишком дурманит мою голову! Нужно сосредоточиться...),,,,,
"H ""%%""",H_ecd34c2f,"Черт... Если бы мог, я бы задержался тут надолго! Эти сиськи! Нужно передать Абатуру, чтобы он сделал мне парочку для личных нужд.",,,,,
"S ""%%""",S_afbb8ed6,Только попробуй. Будто он сможет повторить мои груди.,,,,,
"S ""%%""",S_b55faca8,*Гулп* *Гулп* *Гулп*,,,,,
"S ""%%""",S_7a5fd1d5,"Не могу не признать, но ты и правда хорошо постарался, хи-хи.",,,,,
"S ""%%""",S_f7cb9fa6,"Правда, если бы еще не вся эта суматоха с сиськами...",,,,,
"S ""%%""",S_7497ffcb,"{size=-4}Черт... Может быть, и сегодня, хотя мой живот полон до краев...{/size}",,,,,
"intro ""%%""",intro_c9a44873,,,,,,
"S ""%%""",S_7891136b,"Давай лучше поговорим о делах насущных. Эссенция у меня, а значит ты мне подчинишься, правда ведь?",,,,,
"H ""%%""",H_2cd6c442,"После того, что увидел, я не могу противиться твоим си...",,,,,
"H ""%%""",H_0138ae0f,"...тебе, да! Ты обладаешь нужным разме...",,,,,
"H ""%%""",H_bdaae118,"Нужными... качествами лидера, за которым я буду следовать.",,,,,
"S ""%%""",S_42a32325,"(Хоть бы постыдился пялиться на мои груди во время того, как присягает мне... Хотя чего уж от них ожидать? Они же все же животные в первую очередь...)",,,,,
"S ""%%""",S_624b2a19,"Отлично, еще один этап пройден, осталось совсем чуть-чуть и мой план...",,,,,
"S ""%%""",S_8180d183,"Да, кстати... нам нужно обо многом поговорить.",,,,,
"H ""%%""",H_3e940a82,???,,,,,
"S ""%%""",S_aefcde51,...ты мне можешь пригодиться для одного небольшого дела.,,,,,
"H ""%%""",H_cccddda6,"Ооо, раз так, тогда, может, в следующий раз попросим Абатура сделать их ГИГАНТСКИМИ???",,,,,
"S ""%%""",S_a4270501,Заткнись!,,,,,
"H ""%%""",H_3a623104,"ОГРОМЕННЫМИ, такими, чтобы на корабле больше места не осталось!",,,,,
"H ""%%""",H_57d110cd,Заполним сиськами весь мир! НАВОДНЕНИЕ СИСЕК!!!,,,,,
"S ""%%""",S_08242d55,Еще одно слово про сиськи и я тебя приволоку к Абатуру за хвост. И он сделает тебе сиськи! Прямо у тебя над членом!,,,,,
"H ""%%""",H_696637e6,...А это идея.,,,,,
"S ""%%""",S_d81b5494,...,,,,,
"S ""%%""",S_5c9572bc,"Еще одно слово 'сиськи', и тебя будут соскребать со стен!",,,,,
"intro ""%%""",intro_c9a44873_1,,,,,,
